id,title,abstract,publication_date,cpc_codes
US-10631949-B2,Instrument device manipulator with back-mounted tool attachment mechanism,"An instrument device manipulator (IDM) is attached to a surgical arm of a robotic system and comprises a surgical tool holder and an outer housing. The surgical tool holder includes an attachment interface that can secure a surgical tool in a front-mount configuration (where the attachment interface is on a face opposite of an elongated body of the surgical tool) or a back-mount configuration (where the attachment interface is on the same face as the elongated body of the surgical tool). The surgical tool holder may rotate continuously within the outer housing. In a back-mount configuration, the surgical tool holder may have a passage that receives the elongated body of the tool and allows free rotation of the elongated body about the rotational axis. A surgical drape separates the IDM and robotic arm from a tool, while allowing electrical and/or optical signals to pass therebetween.",20200428,A61B90/50; A61B34/30; A61B46/10; A61B34/37; A61B34/70; A61B2017/00477; A61B46/00; A61B34/00; A61B2034/301; A61B46/10; A61B2017/00477; A61B2034/305; A61B1/0016; A61B1/3132; A61B34/37; A61B46/10; H05K999/99; A61B34/70; A61B1/0016; A61B2034/305; A61B34/30; A61B46/00; A61B2034/301; A61B90/50; A61B1/3132; A61B34/00; A61B2017/00477; A61B1/00149; A61B2034/301; A61B2017/00477; A61B90/50; A61B46/10; A61B34/70; A61B34/37; A61B34/30; A61B2017/00221; A61B2034/305; A61B1/00149; A61B1/3132; A61B2034/305; A61B2034/301; A61B34/70; A61B34/37; A61B1/00149; A61B1/00149; A61B1/3132; A61B34/37; A61B2034/301; A61B1/0016
US-10345768-B2,Environmental control via wearable computing system,"Various embodiments relating to controlling ambient environmental conditions to affect one or more human subjects wearing wearable computing systems are disclosed. In one example, a head-mounted computing system includes a see-through display configured to present an augmented reality image in front of an environment when viewed through the see-through display, a logic subsystem, and a storage subsystem. The storage subsystem may hold instructions executable by the logic subsystem to present the augmented reality image via the see-through display, and during presentation of the augmented reality image, send a command to control an environmental control system external to the head-mounted computing system. The command may be configured to trigger adjustment of an environmental parameter of the environment to enhance presentation of the augmented reality image.",20190709,E06B9/68; G05B15/02; G06T19/006; H04L12/28; G06F3/011; G05B2219/2642; A63F13/25; G09G3/00; G06F3/011; F24F11/30; G06F3/048; A63F13/25; F24F11/30; H04L12/28; F24F11/62; F24F11/62; G05B2219/2642; G06F3/048; G05B15/02; H05B47/175; G09G3/00; G06F3/048; F24F11/30; H04L12/28; F24F11/62; G05B2219/2642; G06T19/006; H05B37/0245; G06F3/011; G05B15/02; E06B9/68; G09G3/00; A63F13/25; H05B47/196; F24F11/58; F24F11/57; F24F2120/00; F24F11/63; F24F11/56; F24F11/52; F24F11/58; F24F11/57; F24F2120/00; F24F11/63; F24F11/56; F24F11/52; H05B47/175; H05B47/196; A63F13/28; A63F13/285
US-6642686-B1,Swivel arm with passive actuators,"A swivel arm includes a fixing device for an instrument and at least one pivot, such that the swivel arm can be moved. At least one sensor on at least one pivot detects the position and/or movement of the at least one pivot. A controllable, passive actuator for the at least one pivot can brake and/or prevent a movement of the pivot. A control device guides the controllable, passive actuator on the basis of the position data and/or movement data transmitted from the at least one sensor and based on data of the target object. The passive actuator can be guided in such a way that an instrument connected to the swivel arm can perform only one or a number of predetermined movements.",20031104,A61B34/76; G05B2219/39196; B25J9/1615; A61B90/50; G05B2219/45171; A61B90/36; A61B34/70; G05B2219/39207; B25J9/1615; A61B90/36; G05B2219/45171; G05B2219/39207; G05B2219/39196; A61B34/70; A61B34/76; A61B90/50
US-6702734-B2,Self-propelled endoscopic micro-robot and system for intestinal endoscopy using the same,"A self-propelled endoscopic micro-robot, comprising a head for obtaining the errorless information of an interior of a tubular organ; an impact force generating unit connected the head generating an impact force according to a pneumatic pressure externally supplied and sucked by a air pressure supplier and making the self-propelled endoscopic micro-robot move in the tubular organ; and a plurality of supporting arms connected the head with end of the impact force for covering the impact force generating unit, making a housing of the self-propelled endoscopic micro-robot, and adjusting frictional force between the interior of the tubular organ and the housing as desired.",20040309,A61B1/00156; A61B1/041; A61B1/041; A61B1/00156; A61B1/041; A61B1/00156; A61B1/0684; A61B1/00147
CN-101443069-A,Auto lock for catheter handle,"The present invention is a catheter actuation handle (14) for deflecting a distal end (18) of a tubular catheter body (12), the handle including an auto-locking mechanism, (54). The handle comprises upper and lower grip portions (24a, 24b), an actuator (20), and an auto-locking mechanism, (54). The auto-locking mechanism (54) is adapted to hold a deflected distal end (18) of the catheter (10) in place without input from the operator. When the distal end (18) of the catheter (10) is deflected from its zero position, it typically will seek a return to its zero position, and as a result exerts a force on the actuator (20). The auto-locking mechanism (54) acts by providing a second force that resists this force from the distal end (18) and holds the distal end (18) in place. As a result, the operator does not need to maintain contact with the buttons (22a, 22b) to maintain the distal end (18) in a set position.",20090527,A61M25/0136
WO-2009092164-A1,Guidage chirurgical utilisant la rétroaction tissulaire,"La présente invention concerne un système chirurgical destiné à être utilisé avec un outil chirurgical et un capteur de caractéristiques tissulaires associé audit outil. Le système présente une caractéristique tissulaire escomptée concernant le tissu sur une trajectoire prédéfinie de l&#39;outil chez un patient et un dispositif de commande destiné à recevoir une caractéristique tissulaire détectée en provenance du capteur de caractéristiques tissulaires, une telle caractéristique tissulaire détectée étant associée à une trajectoire réelle de l&#39;outil. Le dispositif de commande compare la caractéristique tissulaire escomptée pour l&#39;emplacement prévu avec la caractéristique tissulaire détectée pour la trajectoire réelle. Un robot peut être utilisé pour effectuer des tâches chirurgicales automatisées et faire des ajustements sur la base de différences entre la caractéristique escomptée et la caractéristique détectée.",20090730,A61B2034/2072; A61B17/1757; A61B34/30; A61B2034/305; A61B2090/0818; A61B17/1671; A61B2034/305; A61B2090/3983; A61B2090/376; A61B34/30; A61B2034/2072; A61B2017/00022; A61B17/1626; A61B2090/0818; A61B2017/00022; A61B17/1671; A61B34/20; A61B2090/3995; A61B17/1695; A61B2034/2055; A61B34/20; A61B2090/3983; A61B17/1626; A61B17/1695; A61B2090/376; A61B17/1757; A61B2034/2055; A61B2090/3995; A61B2090/065; A61B2090/065
US-10555777-B2,System and method for registering to a surgical table,"A system and method of registering a surgical table and a computer-assisted device includes an articulated arm and a control unit coupled to the articulated arm. The articulated arm has a distally mounted instrument configured to be inserted into a patient at a body opening. The control unit is configured to detect a first motion of a surgical table coupled to the control unit via a communications connection. The first motion of the surgical table causes a corresponding second motion of a control point of the articulated arm. The control unit is further configured to determine a first angular direction of the first motion in a surgical table coordinate frame, determine a second angular direction of the second motion in a computer-assisted medical device coordinate frame, and determine a third angular relationship between the surgical table and the computer-assisted medical device based on the first and second angular directions.",20200211,A61G13/06; A61G13/02; A61B34/30; A61B2034/2059; A61G13/02; A61G13/10; A61G13/04; A61G13/10; A61B34/20; A61B34/32; A61G2203/36; A61G13/04; A61G13/06; A61G13/04; A61B34/32; A61G13/04; A61G2203/36; A61B2034/2059; A61B34/20; A61G13/10; A61B34/30; A61B34/30; A61G13/06; A61G13/02; A61G13/04
US-5643274-A,Orthopedic fastener applicator kit,"An instrument for applying an orthopedic fastener activated by a setting pin includes a member for abutting the fastener, a member for grasping the setting pin, and means for moving said members relative to each other. The instrument may be used endoscopically in conjunction with a cannula. An endoscopic drilling member is provided for deployment through the cannula to create a hole for emplacement of the fastener into bone or hard tissue.",19970701,A61B17/00234; A61F2002/0888; A61F2002/0835; A61F2/0805; A61F2/0805; Y10S606/916; Y10S606/916; A61B17/68; A61F2002/0841; A61F2002/0858; A61B17/8872; A61F2002/0888; A61B17/00234; A61B2090/037; A61B17/68; A61B17/1796; A61F2/0811; A61B2090/037; A61F2002/0841; A61B17/1633; A61B17/1633; A61B17/1796; A61B17/8872; A61B2090/033; Y10S606/908; A61F2/0811; Y10S606/908; A61F2002/0835; A61F2002/0858; A61B2090/033
US-5649955-A,Surgical instrument,"A surgical instrument is disclosed which is suitably adapted for use in operations to be performed under an endoscopic surgery. This surgical instrument comprises an elongate main body of the instrument, a leading end part disposed on the leading end side of the main body of the instrument and endowed with surgically operating member for producing an open-close motion or a rotary motion, a manipulating part for effecting remote control of the surgically operating member, and an elongate transmitting member for transmitting the operation in the manipulating part to the leading end part mentioned above. It is provided in or near the leading end part with a locking mechanism for regulating the motion of the transmitting member relative to the leading end part and fixing the posture of the surgically operating member. This surgical instrument allows the surgically operating member to fix the posture thereof infallibly, permits simplification of the construction of the manipulating part, and enjoys outstanding operational efficiency.",19970722,A61B2017/292; A61B2017/00327; A61B2017/292; A61B2017/00314; A61B2017/2943; A61B2017/00327; A61B2017/2925; A61B17/2909; A61B17/29; A61B2017/2923; A61B2017/00314; A61B2017/2925; A61B2017/2905; A61B2017/2943; A61B2017/2923; A61B2017/2946; A61B17/29; A61B17/2909; A61B2017/2905; A61B2017/2946
US-2017164869-A1,Systems and methods for tracking and displaying endoscope shape and distal end orientation,Systems and methods for tracking shape and orientation of an endoscope employ motion tracking sensors to track locations on the endoscope for use in determining real time shape and distal end orientation for display during navigation of the endoscope. An example system includes sensor units distributed along the endoscope and a control unit. The sensor units track motion of the endoscope locations and transmit resulting tracking data to a control unit. The control unit processes the tracking data to determine shape of the endoscope and orientation of the distal end of the endoscope. The control unit generates output to a display unit that causes the display unit to display one or more representations indicative of the shape of the endoscope and orientation of the distal end of the endoscope for reference by an endoscope operator during an endoscopic procedure.,20170615,A61B5/062; A61B1/009; A61B1/00147; A61B5/062; A61B1/0011; A61B1/00045; A61B5/067; A61B5/742; A61B1/005; A61B1/009; A61B1/00147; A61B5/066; A61B1/0005; A61B2505/05; A61B5/6851; A61B2562/04; A61B2034/2048; A61B34/20; A61B5/067; A61B1/00045; A61B5/742; A61B1/0011; A61B34/20; A61B2034/2048; A61B2562/04; A61B2505/05; A61B5/6851; A61B5/066; A61B5/067; A61B1/0005
US-10441438-B1,Preoperative femoral implant sizing,"A method according to one embodiment includes locating distal lateral and medial condyles and posterior lateral and medial condyles a femoral bone model, and determining a posterior resection plane based on locations of the distal lateral and medial condyles, one or more dimensions of a prospective femoral implant, and one or more surgical preferences. The method may further include determining a first distance between the posterior medial condyle and the posterior resection plane and a second distance between the posterior lateral condyle and the posterior resection plane, determining a difference between a target value and an average of the first distance and the second distance, wherein the target value is associated with a thickness of the prospective femoral implant, and selecting a desired femoral implant size based on the difference between the target value and the average determined for each of a plurality of possible femoral implant sizes.",20191015,G06T2207/30008; G06T7/62; A61B2034/108; A61B2034/105; A61B34/10; A61F2/4657; A61F2002/4658; A61B34/00; A61B2034/105; G06T7/0012; A61F2/3859; A61B2034/108; A61F2002/4668; G06T2207/30008; G06T7/70; G06T2207/30008; G06T7/0012; A61B2034/105; A61F2002/4658; G06T7/70; A61B34/00; A61F2/3859; A61F2002/4668; A61B2034/108; A61F2/4657
